state,county_name,fips_code,carrier,issuer_id,plan_count
GA,Jackson County,13157,Aetna,83978,1
GA,Jackson County,13157,Alliant Health Plans,83761,25
GA,Jackson County,13157,Ambetter of Peach State Inc.,70893,60
GA,Jackson County,13157,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Jackson County,13157,Freedom Life Insurance,72796,2
GA,Jackson County,13157,National Foundation  Life Insurance,46093,1
GA,Jasper County,13159,Aetna,82824,14
GA,Jasper County,13159,Aetna,83978,1
GA,Jasper County,13159,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Jasper County,13159,Freedom Life Insurance,72796,2
GA,Jasper County,13159,National Foundation  Life Insurance,46093,1
GA,Jeff Davis County,13161,Aetna,82824,14
GA,Jeff Davis County,13161,Aetna,83978,1
GA,Jeff Davis County,13161,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Jeff Davis County,13161,Freedom Life Insurance,72796,2
GA,Jeff Davis County,13161,National Foundation  Life Insurance,46093,1
GA,Jefferson County,13163,Aetna,82824,14
GA,Jefferson County,13163,Aetna,83978,1
GA,Jefferson County,13163,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Jefferson County,13163,Freedom Life Insurance,72796,2
GA,Jefferson County,13163,National Foundation  Life Insurance,46093,1
GA,Jenkins County,13165,Aetna,82824,3
GA,Jenkins County,13165,Aetna,83978,1
GA,Jenkins County,13165,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Jenkins County,13165,Freedom Life Insurance,72796,2
GA,Jenkins County,13165,National Foundation  Life Insurance,46093,1
GA,Johnson County,13167,Aetna,82824,3
GA,Johnson County,13167,Aetna,83978,1
GA,Johnson County,13167,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Johnson County,13167,Freedom Life Insurance,72796,2
GA,Johnson County,13167,National Foundation  Life Insurance,46093,1
GA,Jones County,13169,Aetna,82824,14
GA,Jones County,13169,Aetna,83978,1
GA,Jones County,13169,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Jones County,13169,Freedom Life Insurance,72796,2
GA,Jones County,13169,National Foundation  Life Insurance,46093,1
GA,Lamar County,13171,Aetna,82824,3
GA,Lamar County,13171,Aetna,83978,1
GA,Lamar County,13171,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Lamar County,13171,Freedom Life Insurance,72796,2
GA,Lamar County,13171,Kaiser Permanente,89942,36
GA,Lamar County,13171,National Foundation  Life Insurance,46093,1
GA,Lanier County,13173,Aetna,82824,14
GA,Lanier County,13173,Aetna,83978,1
GA,Lanier County,13173,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Lanier County,13173,Freedom Life Insurance,72796,2
GA,Lanier County,13173,National Foundation  Life Insurance,46093,1
GA,Laurens County,13175,Aetna,82824,3
GA,Laurens County,13175,Aetna,83978,1
GA,Laurens County,13175,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Laurens County,13175,Cigna Healthcare,50491,1
GA,Laurens County,13175,Freedom Life Insurance,72796,2
GA,Laurens County,13175,National Foundation  Life Insurance,46093,1
GA,Lee County,13177,Aetna,82824,14
GA,Lee County,13177,Aetna,83978,1
GA,Lee County,13177,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Lee County,13177,Freedom Life Insurance,72796,2
GA,Lee County,13177,National Foundation  Life Insurance,46093,1
GA,Liberty County,13179,Aetna,82824,14
GA,Liberty County,13179,Aetna,83978,1
GA,Liberty County,13179,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Liberty County,13179,Freedom Life Insurance,72796,2
GA,Liberty County,13179,National Foundation  Life Insurance,46093,1
GA,Lincoln County,13181,Aetna,82824,14
GA,Lincoln County,13181,Aetna,83978,1
GA,Lincoln County,13181,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Lincoln County,13181,Freedom Life Insurance,72796,2
GA,Lincoln County,13181,National Foundation  Life Insurance,46093,1
GA,Long County,13183,Aetna,82824,14
GA,Long County,13183,Aetna,83978,1
GA,Long County,13183,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Long County,13183,Freedom Life Insurance,72796,2
GA,Long County,13183,National Foundation  Life Insurance,46093,1
GA,Lowndes County,13185,Aetna,82824,14
GA,Lowndes County,13185,Aetna,83978,1
GA,Lowndes County,13185,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Lowndes County,13185,Freedom Life Insurance,72796,2
GA,Lowndes County,13185,National Foundation  Life Insurance,46093,1
GA,Lumpkin County,13187,Aetna,82824,3
GA,Lumpkin County,13187,Aetna,83978,1
GA,Lumpkin County,13187,Alliant Health Plans,83761,25
GA,Lumpkin County,13187,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Lumpkin County,13187,Freedom Life Insurance,72796,2
GA,Lumpkin County,13187,National Foundation  Life Insurance,46093,1
GA,Macon County,13193,Aetna,82824,3
GA,Macon County,13193,Aetna,83978,1
GA,Macon County,13193,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Macon County,13193,Freedom Life Insurance,72796,2
GA,Macon County,13193,National Foundation  Life Insurance,46093,1
GA,Madison County,13195,Aetna,82824,14
GA,Madison County,13195,Aetna,83978,1
GA,Madison County,13195,Ambetter of Peach State Inc.,70893,60
GA,Madison County,13195,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Madison County,13195,Freedom Life Insurance,72796,2
GA,Madison County,13195,National Foundation  Life Insurance,46093,1
GA,Marion County,13197,Aetna,82824,14
GA,Marion County,13197,Aetna,83978,1
GA,Marion County,13197,Ambetter of Peach State Inc.,70893,60
GA,Marion County,13197,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Marion County,13197,Freedom Life Insurance,72796,2
GA,Marion County,13197,National Foundation  Life Insurance,46093,1
GA,McDuffie County,13189,Aetna,82824,14
GA,McDuffie County,13189,Aetna,83978,1
GA,McDuffie County,13189,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,McDuffie County,13189,Freedom Life Insurance,72796,2
GA,McDuffie County,13189,National Foundation  Life Insurance,46093,1
GA,McIntosh County,13191,Aetna,82824,14
GA,McIntosh County,13191,Aetna,83978,1
GA,McIntosh County,13191,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,McIntosh County,13191,Freedom Life Insurance,72796,2
GA,McIntosh County,13191,National Foundation  Life Insurance,46093,1
GA,Meriwether County,13199,Aetna,82824,3
GA,Meriwether County,13199,Aetna,83978,1
GA,Meriwether County,13199,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Meriwether County,13199,Freedom Life Insurance,72796,2
GA,Meriwether County,13199,National Foundation  Life Insurance,46093,1
GA,Miller County,13201,Aetna,82824,3
GA,Miller County,13201,Aetna,83978,1
GA,Miller County,13201,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Miller County,13201,Freedom Life Insurance,72796,2
GA,Miller County,13201,National Foundation  Life Insurance,46093,1
GA,Mitchell County,13205,Aetna,83978,1
GA,Mitchell County,13205,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Mitchell County,13205,Freedom Life Insurance,72796,2
GA,Mitchell County,13205,National Foundation  Life Insurance,46093,1
GA,Monroe County,13207,Aetna,82824,14
GA,Monroe County,13207,Aetna,83978,1
GA,Monroe County,13207,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Monroe County,13207,Freedom Life Insurance,72796,2
GA,Monroe County,13207,National Foundation  Life Insurance,46093,1
GA,Montgomery County,13209,Aetna,82824,14
GA,Montgomery County,13209,Aetna,83978,1
GA,Montgomery County,13209,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Montgomery County,13209,Freedom Life Insurance,72796,2
GA,Montgomery County,13209,National Foundation  Life Insurance,46093,1
GA,Morgan County,13211,Aetna,82824,14
GA,Morgan County,13211,Aetna,83978,1
GA,Morgan County,13211,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Morgan County,13211,Freedom Life Insurance,72796,2
GA,Morgan County,13211,National Foundation  Life Insurance,46093,1
GA,Murray County,13213,Aetna,82824,3
GA,Murray County,13213,Aetna,83978,1
GA,Murray County,13213,Alliant Health Plans,83761,25
GA,Murray County,13213,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Murray County,13213,Freedom Life Insurance,72796,2
GA,Murray County,13213,National Foundation  Life Insurance,46093,1
GA,Muscogee County,13215,Aetna,82824,14
GA,Muscogee County,13215,Aetna,83978,1
GA,Muscogee County,13215,Ambetter of Peach State Inc.,70893,60
GA,Muscogee County,13215,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Muscogee County,13215,Freedom Life Insurance,72796,2
GA,Muscogee County,13215,Humana,93332,8
GA,Muscogee County,13215,National Foundation  Life Insurance,46093,1
GA,Newton County,13217,Aetna,82824,14
GA,Newton County,13217,Aetna,83978,1
GA,Newton County,13217,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Newton County,13217,Freedom Life Insurance,72796,2
GA,Newton County,13217,Kaiser Permanente,89942,36
GA,Newton County,13217,National Foundation  Life Insurance,46093,1
GA,Oconee County,13219,Aetna,82824,14
GA,Oconee County,13219,Aetna,83978,1
GA,Oconee County,13219,Ambetter of Peach State Inc.,70893,60
GA,Oconee County,13219,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Oconee County,13219,Freedom Life Insurance,72796,2
GA,Oconee County,13219,National Foundation  Life Insurance,46093,1
GA,Oglethorpe County,13221,Aetna,82824,14
GA,Oglethorpe County,13221,Aetna,83978,1
GA,Oglethorpe County,13221,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Oglethorpe County,13221,Freedom Life Insurance,72796,2
GA,Oglethorpe County,13221,National Foundation  Life Insurance,46093,1
GA,Paulding County,13223,Aetna,82824,3
GA,Paulding County,13223,Aetna,83978,1
GA,Paulding County,13223,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Paulding County,13223,Freedom Life Insurance,72796,2
GA,Paulding County,13223,Kaiser Permanente,89942,36
GA,Paulding County,13223,National Foundation  Life Insurance,46093,1
GA,Peach County,13225,Aetna,82824,14
GA,Peach County,13225,Aetna,83978,1
GA,Peach County,13225,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Peach County,13225,Freedom Life Insurance,72796,2
GA,Peach County,13225,Humana,93332,7
GA,Peach County,13225,National Foundation  Life Insurance,46093,1
GA,Pickens County,13227,Aetna,82824,3
GA,Pickens County,13227,Aetna,83978,1
GA,Pickens County,13227,Alliant Health Plans,83761,25
GA,Pickens County,13227,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Pickens County,13227,Freedom Life Insurance,72796,2
GA,Pickens County,13227,National Foundation  Life Insurance,46093,1
GA,Pierce County,13229,Aetna,82824,3
GA,Pierce County,13229,Aetna,83978,1
GA,Pierce County,13229,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Pierce County,13229,Freedom Life Insurance,72796,2
GA,Pierce County,13229,National Foundation  Life Insurance,46093,1
GA,Pike County,13231,Aetna,82824,3
GA,Pike County,13231,Aetna,83978,1
GA,Pike County,13231,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Pike County,13231,Freedom Life Insurance,72796,2
GA,Pike County,13231,Kaiser Permanente,89942,36
GA,Pike County,13231,National Foundation  Life Insurance,46093,1
GA,Polk County,13233,Aetna,82824,3
GA,Polk County,13233,Aetna,83978,1
GA,Polk County,13233,Alliant Health Plans,83761,25
GA,Polk County,13233,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Polk County,13233,Freedom Life Insurance,72796,2
GA,Polk County,13233,National Foundation  Life Insurance,46093,1
GA,Pulaski County,13235,Aetna,82824,14
GA,Pulaski County,13235,Aetna,83978,1
GA,Pulaski County,13235,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Pulaski County,13235,Freedom Life Insurance,72796,2
GA,Pulaski County,13235,National Foundation  Life Insurance,46093,1
GA,Putnam County,13237,Aetna,82824,14
GA,Putnam County,13237,Aetna,83978,1
GA,Putnam County,13237,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Putnam County,13237,Freedom Life Insurance,72796,2
GA,Putnam County,13237,National Foundation  Life Insurance,46093,1
GA,Quitman County,13239,Aetna,83978,1
GA,Quitman County,13239,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Quitman County,13239,Freedom Life Insurance,72796,2
GA,Quitman County,13239,National Foundation  Life Insurance,46093,1
GA,Rabun County,13241,Aetna,82824,3
GA,Rabun County,13241,Aetna,83978,1
GA,Rabun County,13241,Alliant Health Plans,83761,25
GA,Rabun County,13241,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Rabun County,13241,Freedom Life Insurance,72796,2
GA,Rabun County,13241,National Foundation  Life Insurance,46093,1
GA,Randolph County,13243,Aetna,82824,3
GA,Randolph County,13243,Aetna,83978,1
GA,Randolph County,13243,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Randolph County,13243,Freedom Life Insurance,72796,2
GA,Randolph County,13243,National Foundation  Life Insurance,46093,1
GA,Richmond County,13245,Aetna,82824,14
GA,Richmond County,13245,Aetna,83978,1
GA,Richmond County,13245,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Richmond County,13245,Freedom Life Insurance,72796,2
GA,Richmond County,13245,National Foundation  Life Insurance,46093,1
GA,Rockdale County,13247,Aetna,82824,14
GA,Rockdale County,13247,Aetna,83978,1
GA,Rockdale County,13247,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Rockdale County,13247,Cigna Healthcare,50491,1
GA,Rockdale County,13247,Freedom Life Insurance,72796,2
GA,Rockdale County,13247,Kaiser Permanente,89942,36
GA,Rockdale County,13247,National Foundation  Life Insurance,46093,1
GA,Schley County,13249,Aetna,82824,3
GA,Schley County,13249,Aetna,83978,1
GA,Schley County,13249,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Schley County,13249,Freedom Life Insurance,72796,2
GA,Schley County,13249,National Foundation  Life Insurance,46093,1
GA,Screven County,13251,Aetna,82824,3
GA,Screven County,13251,Aetna,83978,1
GA,Screven County,13251,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Screven County,13251,Freedom Life Insurance,72796,2
GA,Screven County,13251,National Foundation  Life Insurance,46093,1
GA,Seminole County,13253,Aetna,83978,1
GA,Seminole County,13253,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Seminole County,13253,Freedom Life Insurance,72796,2
GA,Seminole County,13253,National Foundation  Life Insurance,46093,1
GA,Spalding County,13255,Aetna,82824,3
GA,Spalding County,13255,Aetna,83978,1
GA,Spalding County,13255,Ambetter of Peach State Inc.,70893,60
GA,Spalding County,13255,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Spalding County,13255,Freedom Life Insurance,72796,2
GA,Spalding County,13255,Kaiser Permanente,89942,36
GA,Spalding County,13255,National Foundation  Life Insurance,46093,1
GA,Stephens County,13257,Aetna,82824,3
GA,Stephens County,13257,Aetna,83978,1
GA,Stephens County,13257,Alliant Health Plans,83761,25
GA,Stephens County,13257,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Stephens County,13257,Freedom Life Insurance,72796,2
GA,Stephens County,13257,National Foundation  Life Insurance,46093,1
GA,Stewart County,13259,Aetna,82824,14
GA,Stewart County,13259,Aetna,83978,1
GA,Stewart County,13259,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Stewart County,13259,Freedom Life Insurance,72796,2
GA,Stewart County,13259,National Foundation  Life Insurance,46093,1
GA,Sumter County,13261,Aetna,82824,14
GA,Sumter County,13261,Aetna,83978,1
GA,Sumter County,13261,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Sumter County,13261,Freedom Life Insurance,72796,2
GA,Sumter County,13261,National Foundation  Life Insurance,46093,1
GA,Talbot County,13263,Aetna,82824,3
GA,Talbot County,13263,Aetna,83978,1
GA,Talbot County,13263,Ambetter of Peach State Inc.,70893,60
GA,Talbot County,13263,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Talbot County,13263,Freedom Life Insurance,72796,2
GA,Talbot County,13263,National Foundation  Life Insurance,46093,1
GA,Taliaferro County,13265,Aetna,82824,3
GA,Taliaferro County,13265,Aetna,83978,1
GA,Taliaferro County,13265,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Taliaferro County,13265,Freedom Life Insurance,72796,2
GA,Taliaferro County,13265,National Foundation  Life Insurance,46093,1
GA,Tattnall County,13267,Aetna,82824,3
GA,Tattnall County,13267,Aetna,83978,1
GA,Tattnall County,13267,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Tattnall County,13267,Freedom Life Insurance,72796,2
GA,Tattnall County,13267,National Foundation  Life Insurance,46093,1
GA,Taylor County,13269,Aetna,82824,3
GA,Taylor County,13269,Aetna,83978,1
GA,Taylor County,13269,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Taylor County,13269,Freedom Life Insurance,72796,2
GA,Taylor County,13269,National Foundation  Life Insurance,46093,1
GA,Telfair County,13271,Aetna,82824,3
GA,Telfair County,13271,Aetna,83978,1
GA,Telfair County,13271,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Telfair County,13271,Freedom Life Insurance,72796,2
GA,Telfair County,13271,National Foundation  Life Insurance,46093,1
GA,Terrell County,13273,Aetna,82824,14
GA,Terrell County,13273,Aetna,83978,1
GA,Terrell County,13273,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Terrell County,13273,Freedom Life Insurance,72796,2
GA,Terrell County,13273,National Foundation  Life Insurance,46093,1
GA,Thomas County,13275,Aetna,83978,1
GA,Thomas County,13275,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Thomas County,13275,Freedom Life Insurance,72796,2
GA,Thomas County,13275,National Foundation  Life Insurance,46093,1
GA,Tift County,13277,Aetna,82824,3
GA,Tift County,13277,Aetna,83978,1
GA,Tift County,13277,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Tift County,13277,Freedom Life Insurance,72796,2
GA,Tift County,13277,National Foundation  Life Insurance,46093,1
GA,Toombs County,13279,Aetna,82824,14
GA,Toombs County,13279,Aetna,83978,1
GA,Toombs County,13279,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Toombs County,13279,Freedom Life Insurance,72796,2
GA,Toombs County,13279,National Foundation  Life Insurance,46093,1
GA,Towns County,13281,Aetna,82824,3
GA,Towns County,13281,Aetna,83978,1
GA,Towns County,13281,Alliant Health Plans,83761,25
GA,Towns County,13281,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Towns County,13281,Freedom Life Insurance,72796,2
GA,Towns County,13281,National Foundation  Life Insurance,46093,1
GA,Treutlen County,13283,Aetna,82824,14
GA,Treutlen County,13283,Aetna,83978,1
GA,Treutlen County,13283,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Treutlen County,13283,Freedom Life Insurance,72796,2
GA,Treutlen County,13283,National Foundation  Life Insurance,46093,1
GA,Troup County,13285,Aetna,82824,3
GA,Troup County,13285,Aetna,83978,1
GA,Troup County,13285,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Troup County,13285,Freedom Life Insurance,72796,2
GA,Troup County,13285,National Foundation  Life Insurance,46093,1
GA,Turner County,13287,Aetna,82824,3
GA,Turner County,13287,Aetna,83978,1
GA,Turner County,13287,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Turner County,13287,Freedom Life Insurance,72796,2
GA,Turner County,13287,National Foundation  Life Insurance,46093,1
GA,Twiggs County,13289,Aetna,82824,14
GA,Twiggs County,13289,Aetna,83978,1
GA,Twiggs County,13289,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Twiggs County,13289,Cigna Healthcare,50491,1
GA,Twiggs County,13289,Freedom Life Insurance,72796,2
GA,Twiggs County,13289,National Foundation  Life Insurance,46093,1
GA,Union County,13291,Aetna,82824,3
GA,Union County,13291,Aetna,83978,1
GA,Union County,13291,Alliant Health Plans,83761,25
GA,Union County,13291,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Union County,13291,Freedom Life Insurance,72796,2
GA,Union County,13291,National Foundation  Life Insurance,46093,1
GA,Upson County,13293,Aetna,82824,3
GA,Upson County,13293,Aetna,83978,1
GA,Upson County,13293,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Upson County,13293,Freedom Life Insurance,72796,2
GA,Upson County,13293,National Foundation  Life Insurance,46093,1
GA,Walker County,13295,Aetna,83978,1
GA,Walker County,13295,Alliant Health Plans,83761,25
GA,Walker County,13295,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Walker County,13295,Freedom Life Insurance,72796,2
GA,Walker County,13295,National Foundation  Life Insurance,46093,1
GA,Walton County,13297,Aetna,82824,3
GA,Walton County,13297,Aetna,83978,1
GA,Walton County,13297,Ambetter of Peach State Inc.,70893,60
GA,Walton County,13297,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Walton County,13297,Cigna Healthcare,50491,1
GA,Walton County,13297,Freedom Life Insurance,72796,2
GA,Walton County,13297,Kaiser Permanente,89942,36
GA,Walton County,13297,National Foundation  Life Insurance,46093,1
GA,Ware County,13299,Aetna,82824,3
GA,Ware County,13299,Aetna,83978,1
GA,Ware County,13299,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Ware County,13299,Freedom Life Insurance,72796,2
GA,Ware County,13299,National Foundation  Life Insurance,46093,1
GA,Warren County,13301,Aetna,82824,3
GA,Warren County,13301,Aetna,83978,1
GA,Warren County,13301,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Warren County,13301,Freedom Life Insurance,72796,2
GA,Warren County,13301,National Foundation  Life Insurance,46093,1
GA,Washington County,13303,Aetna,82824,3
GA,Washington County,13303,Aetna,83978,1
GA,Washington County,13303,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Washington County,13303,Freedom Life Insurance,72796,2
GA,Washington County,13303,National Foundation  Life Insurance,46093,1
GA,Wayne County,13305,Aetna,82824,14
GA,Wayne County,13305,Aetna,83978,1
GA,Wayne County,13305,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Wayne County,13305,Freedom Life Insurance,72796,2
GA,Wayne County,13305,National Foundation  Life Insurance,46093,1
GA,Webster County,13307,Aetna,82824,3
GA,Webster County,13307,Aetna,83978,1
GA,Webster County,13307,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Webster County,13307,Freedom Life Insurance,72796,2
GA,Webster County,13307,National Foundation  Life Insurance,46093,1
GA,Wheeler County,13309,Aetna,82824,3
GA,Wheeler County,13309,Aetna,83978,1
GA,Wheeler County,13309,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Wheeler County,13309,Freedom Life Insurance,72796,2
GA,Wheeler County,13309,National Foundation  Life Insurance,46093,1
GA,White County,13311,Aetna,82824,3
GA,White County,13311,Aetna,83978,1
GA,White County,13311,Alliant Health Plans,83761,25
GA,White County,13311,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,White County,13311,Freedom Life Insurance,72796,2
GA,White County,13311,National Foundation  Life Insurance,46093,1
GA,Whitfield County,13313,Aetna,82824,3
GA,Whitfield County,13313,Aetna,83978,1
GA,Whitfield County,13313,Alliant Health Plans,83761,25
GA,Whitfield County,13313,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Whitfield County,13313,Freedom Life Insurance,72796,2
GA,Whitfield County,13313,National Foundation  Life Insurance,46093,1
GA,Wilcox County,13315,Aetna,82824,3
GA,Wilcox County,13315,Aetna,83978,1
GA,Wilcox County,13315,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Wilcox County,13315,Freedom Life Insurance,72796,2
GA,Wilcox County,13315,National Foundation  Life Insurance,46093,1
GA,Wilkes County,13317,Aetna,82824,3
GA,Wilkes County,13317,Aetna,83978,1
GA,Wilkes County,13317,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Wilkes County,13317,Freedom Life Insurance,72796,2
GA,Wilkes County,13317,National Foundation  Life Insurance,46093,1
GA,Wilkinson County,13319,Aetna,82824,3
GA,Wilkinson County,13319,Aetna,83978,1
GA,Wilkinson County,13319,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Wilkinson County,13319,Freedom Life Insurance,72796,2
GA,Wilkinson County,13319,National Foundation  Life Insurance,46093,1
GA,Worth County,13321,Aetna,82824,14
GA,Worth County,13321,Aetna,83978,1
GA,Worth County,13321,Blue Cross Blue Shield Healthcare Plan of Georgia,49046,42
GA,Worth County,13321,Freedom Life Insurance,72796,2
GA,Worth County,13321,National Foundation  Life Insurance,46093,1
HI,Hawaii County,15001,HMSA,18350,24
HI,Hawaii County,15001,"Kaiser Foundation Health Plan, Inc. - HI",60612,42
HI,Honolulu County,15003,HMSA,18350,24
HI,Honolulu County,15003,"Kaiser Foundation Health Plan, Inc. - HI",60612,42
HI,Kalawao County,15005,HMSA,18350,24
HI,Kalawao County,15005,"Kaiser Foundation Health Plan, Inc. - HI",60612,42
HI,Kauai County,15007,HMSA,18350,24
HI,Kauai County,15007,"Kaiser Foundation Health Plan, Inc. - HI",60612,42
HI,Maui County,15009,HMSA,18350,24
HI,Maui County,15009,"Kaiser Foundation Health Plan, Inc. - HI",60612,42
IA,Adair County,19001,"Aetna Health Inc. DBA Coventry Health Care of Iowa, Inc.",18973,18
IA,Adair County,19001,Freedom Life Insurance,18492,2
IA,Adair County,19001,Golden Rule Insurance Company (UHC),32608,1
IA,Adair County,19001,Medica,93078,11
IA,Adair County,19001,Wellmark Health Plan of Iowa,25896,11
IA,Adair County,19001,"Wellmark Value Health Plan, Inc.",74406,9
IA,Adams County,19003,Freedom Life Insurance,18492,2
IA,Adams County,19003,Golden Rule Insurance Company (UHC),32608,1
IA,Adams County,19003,Medica,93078,11
IA,Adams County,19003,Wellmark Health Plan of Iowa,25896,11
IA,Allamakee County,19005,Freedom Life Insurance,18492,2
IA,Allamakee County,19005,Golden Rule Insurance Company (UHC),32608,1
IA,Allamakee County,19005,"Gundersen Health Plan, Inc.",27651,31
IA,Allamakee County,19005,Medica,93078,11
IA,Allamakee County,19005,Wellmark Health Plan of Iowa,25896,11
IA,Appanoose County,19007,"Aetna Health Inc. DBA Coventry Health Care of Iowa, Inc.",18973,18
IA,Appanoose County,19007,Freedom Life Insurance,18492,2
IA,Appanoose County,19007,Golden Rule Insurance Company (UHC),32608,1
IA,Appanoose County,19007,Medica,93078,11
IA,Appanoose County,19007,Wellmark Health Plan of Iowa,25896,11
IA,Appanoose County,19007,"Wellmark Value Health Plan, Inc.",74406,9
IA,Audubon County,19009,"Aetna Health Inc. DBA Coventry Health Care of Iowa, Inc.",18973,18
IA,Audubon County,19009,Freedom Life Insurance,18492,2
IA,Audubon County,19009,Golden Rule Insurance Company (UHC),32608,1
IA,Audubon County,19009,Medica,93078,11
IA,Audubon County,19009,Wellmark Health Plan of Iowa,25896,11
IA,Audubon County,19009,"Wellmark Value Health Plan, Inc.",74406,9
IA,Benton County,19011,"Aetna Health Inc. DBA Coventry Health Care of Iowa, Inc.",18973,36
IA,Benton County,19011,Freedom Life Insurance,18492,2
IA,Benton County,19011,Golden Rule Insurance Company (UHC),32608,1
